"kode_produk","nama_produk","harga","stok","kategori","last_updated"
"PRD00735","celana jeans pria   ",,"251","clothes","2025/08/26"
"PRD00736","KEMEJA SEKOLAH","Rp 395,000","222","PAKAIAN","1699551660"
"PRD00737","jaket hoodie","346000","114","pakaian","11 Apr 2023"
"PRD00738","   kaos olahraga","182000","25","pakian","2025-12-22 23:14:00"
"PRD00739","rok anak ","Rp 211,000","74","clothes","30 Jun 2024"
"PRD00740"," topi sekolah","","179","PAKAIAN","1745534520"
"PRD00741","sweater rajut ","474rb","33","clothes","2023-11-05 15:52:00"
"PRD00742","KEMEJA SEKOLAH ","Rp 26,000","142","pakaian","12-04-2025"
"PRD00743","BaJu Bayi  ","160rb","91","clothes","2024-11-18 11:58:00"
"PRD00744"," celana jeans pria","Rp 102,000","105","pakaian","1731685320"
"PRD00745","rok anak   ","$20.94","42","clothes","2025/09/23"
"PRD00746","BaJu Bayi ","Rp37000,-","280","pakian","2026-03-28 12:32:00"
"PRD00747","piyama anak","119000","15","clothes","29 Jun 2023"
"PRD00748","baju anak laki-laki  ","181rb","224","clothes","28/10/2023 22:41"
"PRD00749","topi sekolah","441rb","168","pakaian","28/09/2024 05:47"
"PRD00750","BaJu Bayi   ","$4.00","37","clothes","30/12/2024 09:54"
"PRD00751","celana  jeans  pria","445000","283","clothes","2024-08-10 06:41:00"
"PRD00752","  BaJu Bayi","","116","pakian","27/09/2024 19:19"
"PRD00753","BAJU ANAK PEREMPUAN","Rp 137,000","101","clothes","02-16-2025"
"PRD00754","   jaket  hoodie","32000","17","PAKAIAN","2023/09/13"
"PRD00755"," celana jeans pria ","215000","205","clothes","1759551360"
"PRD00756","  topi sekolah","257000","143","pakaian","2024/02/20"
"PRD00757"," kaos olahraga","360rb","189","pakian","1730127360"
"PRD00758","blouse wanita","31rb","236","PAKAIAN","2025/08/10"
"PRD00759","dress  pesta   ","59000","283","clothes","21 Aug 2024"
"PRD00760"," dress pesta   ",,"28","pakaian","16/09/2023 12:44"
"PRD00761","  BAJU ANAK PEREMPUAN   ","$17.63","198","clothes","1676953260"
"PRD00762","baju anak laki-laki","366000","45","clothes","01-02-2026"
"PRD00763","   baju anak laki-laki","370000","254","pakaian","2026/01/09"
"PRD00764","rok anak ","","256","PAKAIAN","1692765360"
"PRD00765","sarung tangan bayi","","221","pakaian","1677819120"
"PRD00766","baju anak laki-laki","498000","124","pakian","2025-02-19 06:07:00"
"PRD00767","   dress pesta ","71000","204","clothes","07/03/2023 10:13"
"PRD00768"," jaket hoodie ","$28.00","121","pakian","2024-01-07 07:30:00"
"PRD00769","celana jeans pria","","124","clothes","09/09/2023 00:57"
"PRD00770","sweater rajut","343000","219","clothes","2023-06-18 09:50:00"
"PRD00771","sweater rajut","$25.94","253","PAKAIAN","1733317140"
"PRD00772","BaJu Bayi",,"294","pakaian","03-07-2026"
"PRD00773","BAJU ANAK  PEREMPUAN ","488000","86","PAKAIAN","2024/04/25"
"PRD00774","KEMEJA SEKOLAH","Rp289000,-","11","clothes","2024/11/01"
"PRD00775","kaos olahraga","207000","293","clothes","2024/07/12"
"PRD00776"," celana jeans pria","Rp209000,-","298","pakaian","2025-12-12 20:15:00"
"PRD00777"," piyama anak  ","75000","170","pakaian","2024-06-04 15:04:00"
"PRD00778","  topi sekolah","Rp 420,000","24","PAKAIAN","2025-08-31 01:22:00"
"PRD00779","  piyama anak ","Rp280000,-","210","clothes","04-05-2026"
"PRD00780","  baju anak  laki-laki","161000","177","clothes","25 Jun 2025"
"PRD00781","BaJu  Bayi","42000","211","clothes","1753410840"
"PRD00782","topi sekolah ","170rb","183","PAKAIAN","16 Feb 2024"
"PRD00783","blouse wanita   ","$29.13","269","PAKAIAN","29/11/2025 16:59"
"PRD00784","piyama anak","Rp498000,-","151","pakian","02-20-2025"
"PRD00785","KEMEJA SEKOLAH",,"88","pakian","10/07/2023 20:25"
"PRD00786","   jaket hoodie  ","$22.94","155","pakian","2024/07/17"
"PRD00787","sarung tangan bayi   ","$7.94","279","pakaian","1696659120"
"PRD00788","   dress pesta   ","50rb","118","PAKAIAN","09-10-2023"
"PRD00789","celana jeans pria","$22.19","185","clothes","2024/09/17"
"PRD00790","BAJU ANAK PEREMPUAN","$30.56","12","pakaian","2025/02/11"
"PRD00791","BAJU ANAK  PEREMPUAN   ","493rb","166","pakaian","09-16-2023"
"PRD00792","BAJU  ANAK PEREMPUAN","$20.69","56","PAKAIAN","13/11/2023 08:35"
"PRD00793","sweater rajut",,"152","clothes","2024/03/03"
"PRD00794","celana jeans pria","Rp477000,-","0","clothes","01-27-2024"
"PRD00795"," piyama anak ","","292","pakaian","02/05/2023 04:28"
"PRD00796","  BaJu Bayi ","","209","PAKAIAN","06-13-2024"
"PRD00797","celana jeans pria","Rp381000,-","191","PAKAIAN","08-20-2023"
"PRD00798","sarung tangan bayi","392000","219","clothes","2023-01-01 00:55:00"
"PRD00799","jaket hoodie","","211","pakaian","30/08/2025 15:59"
"PRD00800","blouse wanita","475rb","252","PAKAIAN","18/01/2025 19:53"
"PRD00801"," jaket hoodie","Rp 271,000","117","clothes","04-08-2024"
"PRD00802","sarung  tangan  bayi","Rp38000,-","28","PAKAIAN","1762739820"
"PRD00803","celana jeans pria   ","$14.19","","pakaian","2024-05-09 16:17:00"
"PRD00804","BAJU ANAK PEREMPUAN   ","Rp250000,-","142","pakian","2024/12/15"
"PRD00805","kaos olahraga","$10.19","25","clothes","2026/03/28"
"PRD00806","  celana jeans pria","$27.69","25","clothes","24/01/2024 07:59"
"PRD00807","  piyama anak","$31.19","163","clothes","2023-10-11 11:28:00"
"PRD00808","sepatu casual","132000","14","pakian","08-20-2025"
"PRD00809","dress pesta","299rb","162","pakian","08 Jun 2025"
"PRD00810","BaJu  Bayi","$8.69","177","pakaian","1700193120"
"PRD00811","blouse wanita","249000","88","pakian","2025-07-04 16:54:00"
"PRD00812","   jaket hoodie","454rb","250","pakaian","01-21-2026"
"PRD00813","dress pesta","$28.81","93","clothes","20/12/2025 02:38"
"PRD00814","kaos olahraga ","141rb","106","pakaian","07-21-2023"
"PRD00815","KEMEJA SEKOLAH   ","362000","81","PAKAIAN","1757021580"
"PRD00816","celana  jeans pria  ","Rp186000,-","45","PAKAIAN","2024/06/01"
"PRD00817"," jaket  hoodie    ","$6.81","286","PAKAIAN","2024/11/19"
"PRD00818","sweater rajut","291000","142","PAKAIAN","28/03/2026 10:03"
"PRD00819","kaos  olahraga","","117","pakian","2025-01-19 17:22:00"
"PRD00820"," BAJU ANAK PEREMPUAN  ","172000","178","PAKAIAN","27/04/2026 18:11"
"PRD00821","kaos  olahraga","Rp179000,-","187","clothes","10-25-2023"
"PRD00822","BaJu Bayi  ",,"269","pakaian","1692386340"
"PRD00823","BaJu  Bayi ","150000","285","clothes","15 May 2025"
"PRD00824","  sarung  tangan bayi ","Rp385000,-","202","clothes","05-06-2024"
"PRD00825","BAJU ANAK PEREMPUAN",,"267","PAKAIAN","2023/05/07"
"PRD00826","blouse wanita","391000","","pakaian","2026/02/14"
"PRD00827","jaket  hoodie ","495000","210","pakaian","14/05/2025 19:45"
"PRD00828","dress pesta   ","Rp 273,000","106","pakaian","01/06/2023 14:05"
"PRD00829","BAJU ANAK PEREMPUAN  ",,"269","clothes","2025/10/29"
"PRD00830","sweater  rajut  ","$17.69","277","pakian","2025/01/27"
"PRD00831","BAJU  ANAK PEREMPUAN ","54rb","185","pakian","12-22-2024"
"PRD00832"," BAJU ANAK PEREMPUAN","Rp380000,-","81","PAKAIAN","2023/02/21"
"PRD00833"," topi sekolah   ",,"235","pakaian","1724715060"
"PRD00834","baju anak laki-laki","Rp291000,-","231","clothes","13 May 2024"
"PRD00835","  sweater rajut","Rp322000,-","6","clothes","30/06/2024 00:24"
"PRD00836","sarung tangan bayi",,"22","pakaian","11/01/2024 18:16"
"PRD00837"," BaJu Bayi","","92","clothes","19/08/2025 15:00"
"PRD00838","KEMEJA SEKOLAH ",,"133","pakaian","23/02/2025 19:36"
"PRD00839","kaos olahraga   ","Rp 419,000","115","pakian","03-08-2024"
"PRD00840","   BaJu Bayi ","Rp 488,000","131","clothes","04/01/2026 00:31"
"PRD00841","celana jeans pria","$6.25","43","PAKAIAN","12/03/2025 06:20"
"PRD00842","piyama anak  ","222rb","8","pakian","01-16-2024"
"PRD00843","  sweater  rajut","Rp 306,000","114","PAKAIAN","07-30-2023"
"PRD00844","sepatu casual ","438000","140","PAKAIAN","1756670280"
"PRD00845","  BaJu Bayi ","304000","97","pakian","29/10/2024 01:32"
"PRD00846","sarung tangan bayi   ","Rp 293,000","","pakian","1701950820"
"PRD00847","sepatu casual","60rb","32","pakaian","01-17-2026"
"PRD00848","jaket hoodie","315rb","156","pakaian","1729755480"
"PRD00849","   blouse wanita ","320rb","272","clothes","05/12/2025 07:08"
"PRD00850","sweater  rajut   ","Rp 403,000","177","PAKAIAN","14 Jun 2024"
"PRD00851","BaJu Bayi ","$29.38","125","clothes","12-27-2025"
"PRD00852","KEMEJA  SEKOLAH    ","","258","PAKAIAN","07 Sep 2025"
"PRD00853","jaket hoodie","346rb","292","pakaian","09-24-2025"
"PRD00854","celana  jeans  pria ","$29.75","283","pakaian","2023/07/20"
"PRD00855","piyama anak","","192","PAKAIAN","02/01/2025 23:52"
"PRD00856","rok anak ",,"118","clothes","11-04-2024"
"PRD00857","rok anak","","66","pakaian","1745919000"
"PRD00858","blouse wanita","Rp 59,000","264","pakian","10 Jan 2024"
"PRD00859","   blouse wanita","81000","285","PAKAIAN","05-26-2025"
"PRD00860","BaJu Bayi","Rp 270,000","230","PAKAIAN","07-12-2024"
"PRD00861"," baju anak laki-laki","143rb","218","PAKAIAN","04 Jan 2025"
"PRD00862","   rok anak ","$19.81","107","clothes","08-03-2024"
"PRD00863","   topi sekolah","272rb","102","pakaian","2023/10/26"
"PRD00864","BaJu Bayi ","235000","233","PAKAIAN","2025/09/16"
"PRD00865","KEMEJA SEKOLAH","113000","164","clothes","01-25-2024"
"PRD00866","BaJu Bayi   ","Rp363000,-","","pakian","04-08-2023"
"PRD00867","KEMEJA SEKOLAH ","Rp 320,000","136","PAKAIAN","04/01/2025 05:00"
"PRD00868"," rok anak ","119rb","280","clothes","11 Apr 2024"
"PRD00869","   BaJu Bayi ","169000","77","clothes","2024/04/27"
"PRD00870","topi sekolah ","471000","","clothes","21/07/2024 00:56"
"PRD00871","  celana jeans pria  ","317rb","66","pakian","1701645060"
"PRD00872","sepatu casual ","84rb","133","PAKAIAN","23 Mar 2023"
"PRD00873","sepatu casual","123000","205","pakian","1756978200"
"PRD00874","sepatu casual ","","218","pakian","1690883940"
"PRD00875","blouse wanita  ","Rp410000,-","296","pakaian","10-01-2024"
"PRD00876","  dress pesta","424000","","pakian","1700660220"
"PRD00877","rok anak   ","276000","179","clothes","1741925460"
"PRD00878","  sweater rajut","$3.31","198","PAKAIAN","1765248660"
"PRD00879","topi sekolah","444000","33","PAKAIAN","01-11-2026"
"PRD00880","kaos olahraga",,"190","pakaian","1762781040"
"PRD00881","topi sekolah","107000","","pakaian","07 Mar 2024"
"PRD00882"," dress pesta ","90000","","PAKAIAN","1681199460"
"PRD00883"," BAJU ANAK PEREMPUAN ",,"","pakaian","2025-03-31 07:32:00"
"PRD00884","sepatu casual","","","PAKAIAN","2024/02/16"
"PRD00885","rok anak","Rp373000,-","146","PAKAIAN","1684133820"
"PRD00886","kaos olahraga ","Rp46000,-","47","pakaian","25 Oct 2025"
"PRD00887","BAJU ANAK PEREMPUAN",,"69","pakaian","13 Jul 2023"
"PRD00888","topi sekolah","117000","230","clothes","1744196520"
"PRD00889","rok anak","Rp 294,000","212","clothes","31 May 2025"
"PRD00890","  BAJU ANAK PEREMPUAN","Rp302000,-","190","pakaian","2024-10-14 20:21:00"
"PRD00891","rok  anak","$2.75","98","pakaian","30 Jan 2025"
"PRD00892","BaJu Bayi ","$7.13","208","pakian","16 Jun 2025"
"PRD00893","  sepatu  casual   ","Rp 71,000","144","clothes","03-26-2024"
"PRD00894","dress pesta ",,"156","pakian","03 May 2025"
"PRD00895","kaos olahraga  ","242000","212","pakian","1756360920"
"PRD00896"," jaket  hoodie   ","$16.44","236","pakaian","01-16-2025"
"PRD00897","celana  jeans  pria   ",,"148","PAKAIAN","04/09/2025 09:04"
"PRD00898","   piyama anak ","206rb","209","clothes","2024-09-11 15:29:00"
"PRD00899","kaos olahraga ","69rb","104","pakian","1744828080"
"PRD00900","dress pesta  ",,"158","clothes","1690635000"
"PRD00901","topi sekolah","127000","3","PAKAIAN","15/10/2024 13:13"
"PRD00902"," KEMEJA SEKOLAH","","228","pakaian","1713948300"
"PRD00903","kaos  olahraga","","128","pakaian","2024/12/09"
"PRD00904","sarung tangan bayi  ","$27.88","29","pakaian","12-14-2023"
"PRD00905","sweater rajut   ","","","clothes","31/07/2023 09:10"
"PRD00906"," celana jeans pria  ","$15.56","139","pakaian","1677058560"
"PRD00907","baju anak laki-laki ","$2.00","158","PAKAIAN","2023/09/10"
"PRD00908","   sepatu casual","$15.69","54","clothes","2025/06/28"
"PRD00909","celana jeans pria ","$27.69","119","pakian","2024/03/18"
"PRD00910","kaos olahraga","$20.06","","pakaian","08 Mar 2024"
"PRD00911","   blouse wanita","$26.50","188","pakian","1727759640"
"PRD00912","sarung tangan bayi","385000","125","pakaian","06/09/2024 00:41"
"PRD00913","  sepatu casual ","332000","195","pakaian","12-09-2024"
"PRD00914","sepatu casual ","Rp356000,-","296","clothes","20 Apr 2024"
"PRD00915","dress pesta","212000","105","clothes","1764870960"
"PRD00916","sepatu  casual   ",,"159","PAKAIAN","2024/12/07"
"PRD00917","blouse wanita    ","","145","pakian","2024-08-29 16:31:00"
"PRD00918","   celana jeans pria   ","Rp 245,000","263","clothes","2024-02-18 06:03:00"
"PRD00919"," BAJU ANAK  PEREMPUAN",,"49","clothes","2025-06-25 04:00:00"
"PRD00920","BaJu Bayi","","68","pakaian","09-21-2025"
"PRD00921","  sweater rajut   ",,"67","pakaian","02 May 2023"
"PRD00922","BAJU ANAK  PEREMPUAN ","186000","199","clothes","2025-03-19 04:07:00"
"PRD00923","kaos olahraga","","213","PAKAIAN","2024/03/25"
"PRD00924","  kaos olahraga ","167000","118","PAKAIAN","09-20-2024"
"PRD00925","  topi sekolah   ","158000","139","PAKAIAN","1676385300"
"PRD00926","BAJU ANAK PEREMPUAN","230rb","65","clothes","2026/03/16"
"PRD00927","BaJu Bayi","121000","72","pakian","01/02/2023 12:32"
"PRD00928"," BAJU ANAK PEREMPUAN ","$27.81","81","clothes","17/09/2025 13:53"
"PRD00929","topi sekolah","136000","265","pakaian","11-06-2024"
"PRD00930","blouse  wanita","$12.69","156","pakaian","2023/03/20"
"PRD00931","baju  anak laki-laki ","Rp 344,000","194","PAKAIAN","2023/12/25"
"PRD00932","sepatu casual   ","Rp 203,000","259","pakian","08-11-2024"
"PRD00933","dress pesta","111000","49","clothes","22/05/2023 15:26"
"PRD00934","   BaJu Bayi","318000","298","PAKAIAN","2024-10-25 00:40:00"
"PRD00935","   blouse wanita","$8.94","297","pakian","17 Mar 2025"
"PRD00936","jaket hoodie","Rp389000,-","176","PAKAIAN","04-24-2025"
"PRD00937","dress pesta","36000","169","PAKAIAN","1683655320"
"PRD00938","  blouse wanita","143000","227","PAKAIAN","2024-11-05 20:52:00"
"PRD00939"," jaket hoodie ","Rp220000,-","144","PAKAIAN","29 Jul 2023"
"PRD00940","topi sekolah ","Rp50000,-","252","PAKAIAN","07-19-2024"
"PRD00941","jaket hoodie","Rp326000,-","70","pakaian","20 Jan 2025"
"PRD00942"," celana jeans pria ","$23.94","177","clothes","2025-07-05 16:39:00"
"PRD00943","rok anak","Rp234000,-","53","pakian","05/12/2025 18:14"
"PRD00944","celana jeans pria","Rp 295,000","66","clothes","1730876760"
"PRD00945","KEMEJA SEKOLAH","239000","284","pakian","06-22-2024"
"PRD00946","sepatu casual  ","216000","112","clothes","20/11/2023 03:21"
"PRD00947","piyama anak   ","245000","202","pakian","2025-07-13 21:25:00"
"PRD00948","baju anak laki-laki ","Rp 414,000","249","PAKAIAN","03/08/2025 12:42"
"PRD00949","sepatu  casual","229000","168","clothes","2025-04-05 14:34:00"
"PRD00950","  rok anak ","","261","pakaian","03 May 2023"
"PRD00951","jaket hoodie ","$22.56","174","pakian","2025/12/14"
"PRD00952","   BAJU ANAK  PEREMPUAN","Rp114000,-","207","pakaian","24 Feb 2026"
"PRD00953","BaJu Bayi","135000","144","pakian","09-22-2024"
"PRD00954","celana jeans pria","47000","28","pakian","2025-01-19 00:59:00"
"PRD00955"," sepatu casual","82rb","202","PAKAIAN","2024-01-06 19:41:00"
"PRD00956","celana jeans pria ","$5.81","63","pakian","11-20-2023"
"PRD00957","sepatu  casual ","$20.19","111","pakaian","08/02/2026 19:21"
"PRD00958","KEMEJA SEKOLAH","Rp249000,-","65","pakaian","03 Jul 2024"
"PRD00959","baju anak laki-laki","90rb","94","pakian","2024-03-28 15:17:00"
"PRD00960","  rok anak","337000","273","PAKAIAN","2023-06-26 23:47:00"
"PRD00961","   celana jeans pria","Rp 490,000","291","pakian","10 Oct 2025"
"PRD00962","kaos olahraga   ","$10.44","248","pakian","2024-09-16 21:49:00"
"PRD00963","  rok anak","Rp293000,-","150","PAKAIAN","26/07/2024 23:55"
"PRD00964","  topi sekolah","Rp430000,-","155","pakaian","03 Aug 2024"
"PRD00965","BaJu Bayi","","59","pakaian","05-03-2025"
"PRD00966","  baju  anak laki-laki","Rp 30,000","201","pakaian","14 Jan 2026"
"PRD00967","topi sekolah ","$24.38","185","clothes","13/07/2024 07:30"
"PRD00968","blouse wanita","409rb","52","PAKAIAN","1752221460"
"PRD00969","rok anak","Rp149000,-","198","pakian","2025/03/24"
"PRD00970","jaket hoodie","268000","","pakian","1713459420"
"PRD00971","BaJu Bayi","Rp 104,000","27","pakaian","20 Jan 2025"
"PRD00972","baju  anak  laki-laki  ","","131","pakian","05/01/2025 18:21"
"PRD00973","sepatu casual","$9.44","29","pakaian","2024/10/12"
"PRD00974","blouse wanita   ",,"8","PAKAIAN","2023/01/06"
"PRD00975","sweater rajut  ",,"299","clothes","01-27-2024"
"PRD00976","KEMEJA SEKOLAH ","Rp 33,000","244","clothes","2026-04-13 08:51:00"
"PRD00977","baju anak laki-laki","Rp398000,-","92","PAKAIAN","1709700120"
"PRD00978","  sweater rajut   ",,"86","pakian","2024/03/17"
"PRD00979","jaket hoodie   ","150000","280","clothes","2023/02/07"
"PRD00980","  kaos olahraga","Rp498000,-","27","pakian","1702005960"
"PRD00981","BAJU ANAK PEREMPUAN","Rp454000,-","265","clothes","1738294680"
"PRD00982","   baju anak laki-laki ","267000","179","PAKAIAN","1745313540"
"PRD00983","  sweater rajut ","Rp177000,-","112","PAKAIAN","2026/01/10"
"PRD00984","celana jeans pria ","71000","232","clothes","2023/07/06"
"PRD00985","blouse wanita  ","","296","pakaian","2025-09-21 02:51:00"
"PRD00986","rok anak","Rp279000,-","146","pakaian","1718945820"
"PRD00987","  sepatu casual ","258000","32","pakian","07-17-2024"
"PRD00988","piyama anak","$27.31","176","pakaian","08-05-2024"
"PRD00989","  KEMEJA SEKOLAH","143000","269","PAKAIAN","2023-06-09 11:46:00"
"PRD00990","sepatu casual",,"137","clothes","2023/05/06"
"PRD00991"," baju anak laki-laki","$8.38","14","pakian","15 Mar 2024"
"PRD00992","KEMEJA SEKOLAH  ","60rb","","PAKAIAN","2025-06-30 23:15:00"
"PRD00993","baju anak laki-laki","Rp 494,000","197","pakian","2025/10/25"
"PRD00994","  rok anak","Rp 228,000","162","pakaian","1764351360"
"PRD00995","BAJU ANAK PEREMPUAN","443rb","292","pakian","26 Dec 2024"
"PRD00996","kaos olahraga ","Rp 249,000","50","PAKAIAN","1724589840"
"PRD00997","kaos olahraga","137000","162","PAKAIAN","2023/09/22"
"PRD00998","sweater rajut","Rp 218,000","121","clothes","2025/08/06"
"PRD00999","baju anak  laki-laki ","$12.31","","pakian","04-03-2025"
"PRD01000","   piyama anak","446000","234","pakian","03-31-2026"
"PRD01001","rok anak    ","Rp 83,000","248","pakaian","08 Feb 2025"
"PRD01002","sepatu casual   ","452rb","13","pakian","21/12/2023 15:54"
"PRD01003","baju anak laki-laki","325000","24","clothes","19 Aug 2025"
"PRD01004","   blouse wanita","Rp 244,000","95","clothes","2025/08/10"
"PRD01005","dress  pesta","110000","219","PAKAIAN","1700271840"
"PRD01006","BAJU ANAK PEREMPUAN","428000","58","pakaian","09-06-2025"
"PRD01007","   kaos olahraga",,"24","pakian","1688898120"
"PRD01008","baju anak  laki-laki   ","83rb","18","PAKAIAN","13 Jun 2023"
"PRD01009","   blouse wanita",,"180","clothes","2025-06-17 03:50:00"
"PRD01010","topi sekolah","370000","147","pakian","23/05/2023 16:18"
"PRD01011","sepatu casual    ","$10.38","59","pakian","19/02/2024 15:41"
"PRD01012","blouse  wanita","112000","241","PAKAIAN","1681893180"
"PRD01013","sarung  tangan  bayi ","","42","PAKAIAN","11 Sep 2023"
"PRD01014","   sarung tangan bayi ","299000","290","clothes","2025/05/22"
"PRD01015","KEMEJA  SEKOLAH","Rp443000,-","139","PAKAIAN","2023-09-16 21:40:00"
"PRD01016","topi sekolah","Rp 388,000","105","clothes","14 Aug 2025"
"PRD01017","baju anak laki-laki","79rb","188","pakaian","05-12-2023"
"PRD01018"," KEMEJA  SEKOLAH   ","Rp 199,000","152","clothes","2024/05/22"
"PRD01019","   baju  anak  laki-laki  ","346000","","pakaian","03-17-2024"
"PRD01020","jaket hoodie",,"125","PAKAIAN","16 Jul 2023"
"PRD01021","  sepatu casual ","452000","296","pakaian","1684554240"
"PRD01022","   celana jeans pria ","335rb","245","pakaian","18 Apr 2026"
"PRD01023","blouse  wanita ","$18.25","173","PAKAIAN","05 Nov 2023"
"PRD01024"," blouse wanita","","38","PAKAIAN","2025-10-11 22:36:00"
"PRD01025","   sepatu casual","67000","267","PAKAIAN","19 Oct 2025"
"PRD01026","kaos olahraga  ","","32","pakian","04-11-2023"
"PRD01027","  jaket hoodie   ","Rp 466,000","114","pakaian","2026/02/16"
"PRD01028"," BaJu Bayi","Rp434000,-","199","PAKAIAN","2024-01-30 02:40:00"
"PRD01029","  sepatu casual","","276","pakaian","2024/04/25"
"PRD01030","   BaJu Bayi ","Rp 277,000","251","pakaian","2025/11/15"
"PRD01031","topi sekolah","170000","113","clothes","01-24-2023"
"PRD01032","sepatu casual   ","240000","236","pakian","19 Aug 2023"
"PRD01033","sweater rajut ","481000","183","pakaian","2023/11/29"
"PRD01034"," jaket hoodie ","","9","pakian","2025-12-28 03:44:00"
"PRD01035","KEMEJA SEKOLAH","$21.63","43","clothes","2025/06/23"
"PRD01036","dress pesta","","270","clothes","1751540340"
"PRD01037","   topi sekolah","Rp 64,000","190","PAKAIAN","2024/12/16"
"PRD01038","  topi sekolah","440rb","16","pakaian","26 Dec 2024"
"PRD01039","baju anak  laki-laki ","Rp430000,-","66","clothes","03/02/2025 15:26"
"PRD01040","BaJu Bayi   ","339000","299","PAKAIAN","2023-08-24 15:55:00"
"PRD01041","BaJu  Bayi ","70rb","227","pakaian","07 Aug 2024"
"PRD01042","piyama anak","77000","232","pakaian","16/07/2023 23:48"
"PRD01043","   BaJu Bayi   ","Rp111000,-","50","clothes","1678896360"
"PRD01044","  piyama  anak ","297000","200","pakaian","1773073560"
"PRD01045"," sarung tangan bayi   ","151000","54","clothes","2024-02-10 22:35:00"
"PRD01046"," KEMEJA SEKOLAH",,"257","clothes","29 Sep 2024"
"PRD01047","sepatu casual","$24.88","162","PAKAIAN","1764070860"
"PRD01048","celana jeans pria ",,"84","pakian","2025/06/28"
"PRD01049"," piyama anak ","Rp 490,000","196","pakaian","12-04-2023"
"PRD01050","kaos olahraga","","","PAKAIAN","04-25-2024"
"PRD01051","BaJu Bayi   ",,"215","clothes","1702987080"
"PRD01052","sepatu casual ","Rp 115,000","89","pakaian","1722032520"
"PRD01053"," rok anak","326rb","284","PAKAIAN","2025/11/23"
"PRD01054","KEMEJA SEKOLAH   ",,"181","clothes","2025-11-16 09:57:00"
"PRD01055","sarung tangan bayi","314rb","239","PAKAIAN","30 Jun 2024"
"PRD01056","rok anak",,"196","clothes","1673082840"
"PRD01057"," sepatu casual ","392000","182","pakian","07-07-2023"
"PRD01058","BAJU ANAK PEREMPUAN","Rp 106,000","9","clothes","2023-04-10 15:09:00"
"PRD01059","celana  jeans  pria   ","","237","pakian","22 Jun 2025"
"PRD01060","sepatu casual","Rp 100,000","201","pakaian","2025/01/11"
"PRD01061","  baju anak laki-laki","490000","157","pakian","13 Feb 2025"
"PRD01062","  jaket  hoodie","","39","PAKAIAN","1672558020"
"PRD01063"," sweater rajut","218000","261","pakian","28/03/2023 23:24"
"PRD01064"," topi sekolah","Rp329000,-","144","PAKAIAN","09-22-2025"
"PRD01065","blouse wanita   ",,"32","pakian","03-05-2024"
"PRD01066","BaJu Bayi",,"242","pakian","1701222900"
"PRD01067","BaJu  Bayi ","151000","11","PAKAIAN","1698191580"
"PRD01068"," blouse wanita","184000","82","pakian","2024-09-30 00:44:00"
"PRD01069","BaJu Bayi   ","$8.63","95","PAKAIAN","1732684440"
"PRD01070","kaos olahraga  ","179rb","299","pakaian","1726533540"
"PRD01071"," piyama anak","Rp62000,-","85","pakaian","23 Sep 2023"
"PRD01072","BAJU ANAK  PEREMPUAN","Rp 449,000","234","pakian","16 May 2023"
"PRD01073","  celana jeans pria","62rb","40","PAKAIAN","02-24-2026"
"PRD01074","BAJU ANAK PEREMPUAN",,"100","clothes","2024-02-18 20:50:00"
"PRD01075"," celana jeans pria ",,"267","clothes","27/02/2023 04:45"
"PRD01076","baju anak laki-laki","Rp 203,000","21","pakaian","02-22-2026"
"PRD01077","   celana jeans pria ","293000","137","pakian","2024-11-14 01:54:00"
"PRD01078","BAJU ANAK  PEREMPUAN","270rb","174","pakian","2024/01/04"
"PRD01079","piyama anak","236rb","190","clothes","25 Sep 2025"
"PRD01080","BaJu Bayi   ","Rp392000,-","173","pakian","10/11/2024 15:23"
"PRD01081","sepatu  casual",,"59","pakaian","04/12/2025 10:36"
"PRD01082","   celana jeans pria","343000","132","clothes","2024/05/27"
"PRD01083","   piyama anak",,"39","pakian","2023-09-29 08:53:00"
"PRD01084","topi sekolah ","279000","234","pakian","23 Nov 2023"
"PRD01085","   jaket hoodie  ","120000","123","clothes","2023-08-16 12:40:00"
"PRD01086","rok anak  ","Rp171000,-","238","pakaian","11 Dec 2024"
"PRD01087","   rok anak","419rb","24","PAKAIAN","2025-08-03 16:11:00"
"PRD01088","  baju anak laki-laki","$14.38","","pakaian","1706735520"
"PRD01089"," sepatu casual","","169","PAKAIAN","23/07/2023 18:21"
"PRD01090","sepatu casual",,"286","pakian","29/11/2023 03:00"
"PRD01091","celana jeans pria","$16.31","185","PAKAIAN","1684560600"
"PRD01092","sepatu casual","407rb","281","pakian","1689213420"
"PRD01093"," BaJu Bayi","Rp287000,-","","PAKAIAN","1734318720"
"PRD01094"," topi sekolah ","","163","clothes","27/09/2023 11:05"
"PRD01095","blouse wanita","Rp 316,000","20","clothes","18/04/2024 04:06"
"PRD01096","BaJu Bayi   ","229000","190","clothes","09-29-2025"
"PRD01097","KEMEJA SEKOLAH","Rp122000,-","82","pakaian","22 Jan 2024"
"PRD01098"," BAJU ANAK PEREMPUAN","Rp 186,000","109","pakaian","08-01-2024"
"PRD01099","kaos olahraga","$6.88","70","PAKAIAN","04/12/2023 07:35"
"PRD01100","kaos olahraga","428rb","225","clothes","2025-10-30 15:40:00"
"PRD01101","rok anak ","32000","109","pakian","2024/10/23"
"PRD01102","celana  jeans pria ","$4.44","142","pakaian","1675934640"
